LATITUDE,LONGITUDE,AOU,SPECIESTOTAL
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
34.612,-110.378,3650,1
35.901,-90,3650,1
35.901,-90,3650,1
35.901,-90,3650,1
35.901,-90,3650,1
35.901,-90,3650,1
35.901,-90,3650,1
35.901,-90,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
37.688,-102.292,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
30.081,-92.451,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
38.468,-100.723,3650,1
30.275,-92.962,3650,1
30.275,-92.962,3650,1
30.275,-92.962,3650,1
30.275,-92.962,3650,1
30.275,-92.962,3650,1
30.275,-92.962,3650,1
30.275,-92.962,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
38.083,-91.985,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
41.434,-101.709,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
36.944,-99.363,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
27.532,-97.947,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
33.181,-101.56,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
34.202,-102.236,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
43.297,-103.169,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
33.27,-102.784,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
46.467,-117.589,3650,1
